project_name,stars_passed,stars,forks,contributors,commits,commiters
jkroepke/homelab,0.5490196078431373,8,1,2,595,2
claranet/terraform-azurerm-function-app,0.6666666666666666,8,16,10,404,16
tetrateio/tetrate-service-bridge-sandbox,0.42857142857142855,8,8,9,573,10
kashw2/Fleet-of-the-Faithful-Knights,0.7666666666666667,7,1,3,3651,4
pekalam/auctionhouse,0.8333333333333334,7,5,1,558,2
briandenicola/kubernetes,0.7558139534883721,7,2,1,352,3
pagopa/io-infra,0.6511627906976745,6,4,22,449,24
inhashed/thehive-sentinel-integration,0.875,8,7,1,17,1
pagopa/cstar-infrastructure,0.5238095238095238,5,2,22,897,25
hotosm/raw-data-api,0.6666666666666666,7,2,10,1245,21
benchiverton/OnlineStore,0.25,5,1,1,178,4
sunileman/1ClickECK,0.25,11,5,4,86,4
prancer-io/prancer-terramerra,0.4375,5,1,6,207,12
jakewalsh90/Terraform-Modules-Azure,0.7,4,2,1,66,1
identiq-protocol/edge-infrastructure,0.625,4,0,9,288,12
JFolberth/Azure_IaC_Flavors,0.3333333333333333,6,3,1,70,2
zioproto/istio-aks-example,0.5,4,2,1,35,1
CDCgov/trusted-intermediary,0.2,4,1,7,591,11
CDCgov/phdi-azure,0.3783783783783784,6,2,6,70,6
technicalflow/myterraform,0.5185185185185185,3,0,1,91,2
gogorichie/tf-playground,0.49056603773584906,3,2,1,66,1
mattiasholm/code,0.4444444444444444,3,3,1,1538,1
pavanjava/terraform-tutorial,0.2542372881355932,3,1,1,62,2
jmvigueras/playground,0.728744939271255,4,2,0,41,1
dapr-in-prod/samples,0.45454545454545453,3,0,2,59,2
LefeWare-Solutions/Azure-MasterIaCTemplates,0.5,4,1,1,50,2
sourcegraph/tf-k8s-configs,0.625,2,0,1,48,1
mjmenger/terraform-f5xc-azure-base,0.9772727272727273,2,0,2,8,2
kvietmeier/Terraform,0.5882352941176471,3,1,1,262,2
pagopa/terraform-azurerm-v3,0.7321428571428571,2,0,20,447,20
oaviles/hello_iac,0.16666666666666666,2,0,1,121,1
Contrast-Security-OSS/demo-webgoat.net,0.3333333333333333,2,6,1,19,2
briandenicola/codespaces-developer-demo,0.8,2,1,2,236,3
FelixAnna/keep-hands-on,0.23076923076923078,2,0,1,239,6
equinor/radix-terraform-azurerm-aks,0.5,3,0,2,64,4
DFE-Digital/get-an-identity,0.5263157894736842,2,2,15,560,16
keithpatton/aks-workloadidentity-sample,0.25,3,0,1,716,2
boxboat/speedboat-terragrunt,0.7428571428571429,2,0,1,49,1
geekzter/azure-pipelines-container-agent,0.6666666666666666,2,0,1,13,1
paulveillard/cybersecurity-secrets-management,0.42857142857142855,3,0,1,66,1
lacework/terraform-azure-activity-log,0.16666666666666666,3,10,11,81,13
Planning-Inspectorate/infrastructure-environments,0.7105263157894737,2,2,19,222,17
joaovictorino/terraform-docker-spring,0.375,3,3,1,19,3
DevOps-Team-Ca/CI-CD-Team-Project-Jenkins-Azure-Pipeline-GithubActions,0.4444444444444444,2,1,4,38,6
qbeyond/terraform-azurerm-azure-bastion,0.9166666666666666,2,0,2,13,2
equinor/terraform-azurerm-sql,0.5454545454545454,2,0,4,65,5
sap-linuxlab/terraform.modules_for_sap,0.943609022556391,2,0,2,289,4
zakarel/Azure-terraform-templates,0.5,2,0,2,21,3
LOLRedPanda/app-core,0.4,2,0,2,76,3
dawlysd/azure-application-gateway-microhack,0.46153846153846156,22,5,1,9,1
FdelMazo/7573-Arqui,0.6470588235294118,2,0,6,95,9
tjsullivan1/tjs-scripts,0.2894736842105263,2,0,1,185,2
tuananh281/devops-project,0.4444444444444444,2,3,1,6,1
leancodepl/terraform-kubernetes-cluster,0.25,2,3,3,229,5
Sumit016/Cloud_Tasks,0.7083333333333334,1,0,1,16,2
raedrizk/ansible-terraform-demos,0.5,2,0,1,69,2
bobbyabuchi/devops,0.8,2,0,1,33,1
keithpatton/aks-sample,0.25,3,0,1,716,2
antjpcdrogas/chatGPTVoiceDiscBot,0.8,7,0,1,19,2
